Gene	Chr	Start	End	SNP	Pvalue	FINEMAP	SMR	Network	Overlap
MED27	9	134735494	134955295	rs72761691	3.627e-08	FALSE	FALSE	FALSE	FALSE
NTNG2	9	135037334	135119921	rs72761691	3.627e-08	FALSE	FALSE	FALSE	FALSE
NLGN4X	X	5758678	6146904	rs5961395	6.379e-10	TRUE	FALSE	TRUE	TRUE
FRMPD4	X	12156585	12742642	rs12840919	2.802e-08	FALSE	FALSE	FALSE	FALSE
CNKSR2	X	21392536	21672813	rs1378559	1.9e-18	FALSE	FALSE	TRUE	FALSE
KLHL34	X	21673609	21676448	rs1378559	1.9e-18	FALSE	FALSE	FALSE	FALSE
SMPX	X	21724090	21776281	rs1378559	1.9e-18	FALSE	FALSE	FALSE	FALSE
MBTPS2	X	21857754	21903542	rs1378559	1.9e-18	FALSE	FALSE	FALSE	FALSE
YY2	X	21874105	21876845	rs1378559	1.9e-18	FALSE	FALSE	FALSE	FALSE
IL1RAPL1	X	28605516	29974840	rs5943630	1.126e-10	TRUE	FALSE	FALSE	FALSE
PJA1	X	68380694	68385636	rs11539157	3.978e-14	TRUE	FALSE	FALSE	FALSE
